,price,brand,model,year,mileage,color,state
574,27705,ford,f-150,2019,16600,silver,michigan
575,8000,chevrolet,door,2015,107971,gray,pennsylvania
576,25511,ford,f-150,2019,17801,silver,michigan
577,7700,chevrolet,colorado,2015,94150,white,pennsylvania
578,29900,ford,f-150,2019,17159,silver,michigan
579,7200,chevrolet,van,2015,80711,white,pennsylvania
580,27502,ford,f-150,2019,17983,red,michigan
581,4500,chevrolet,door,2013,119981,white,pennsylvania
582,27402,ford,f-150,2019,17851,white,michigan
583,1500,chevrolet,sonic,2013,66079,black,pennsylvania
584,26602,ford,f-150,2019,18174,white,michigan
585,10200,chevrolet,sonic,2019,7654,black,illinois
586,29900,ford,f-150,2019,18759,black,michigan
587,14000,chevrolet,colorado,2019,11564,white,illinois
588,28500,ford,f-150,2019,18901,silver,michigan
589,8000,chevrolet,door,2016,86541,black,florida
590,29809,ford,f-150,2019,21157,silver,michigan
591,36900,chevrolet,corvette,2015,29937,black,florida
592,26902,ford,f-150,2019,23964,white,michigan
593,10950,chevrolet,door,2015,58504,red,florida
594,27402,ford,f-150,2019,20154,white,michigan
595,16900,acura,mdx,2014,63500,silver,florida
596,25600,ford,f-150,2019,23294,silver,michigan
597,29700,bmw,series,2016,24293,no_color,texas
598,27702,ford,f-150,2019,20343,red,michigan
599,13500,buick,encore,2016,19655,red,texas
600,27102,ford,f-150,2019,19100,white,michigan
601,27102,ford,f-150,2019,20014,white,michigan
602,25811,ford,f-150,2019,21774,black,michigan
603,26602,ford,f-150,2019,21201,white,michigan
604,27102,ford,f-150,2019,21766,white,michigan
605,37500,buick,enclave,2019,12406,gray,wisconsin
606,26211,ford,flex,2019,17977,blue,michigan
607,24205,ford,flex,2019,22805,silver,michigan
608,37500,cadillac,xt5,2019,16013,black,wisconsin
609,27111,ford,flex,2019,14382,black,michigan
610,27411,ford,flex,2019,9660,black,michigan
611,27302,ford,flex,2019,18969,black,michigan
612,27202,ford,f-150,2019,24730,gray,michigan
613,26311,ford,flex,2019,15847,red,michigan
614,26602,ford,f-150,2019,25009,white,michigan
615,33500,bmw,series,2017,22115,blue,wisconsin
616,27511,ford,flex,2019,11836,white,michigan
617,21500,buick,door,2017,23765,red,wisconsin
618,27200,ford,f-150,2019,25508,silver,michigan
619,26511,ford,flex,2019,18196,red,michigan
620,24002,ford,flex,2019,16106,gray,michigan
621,21500,buick,door,2017,14907,silver,wisconsin
622,18511,ford,fusion,2019,12735,gray,michigan
623,14000,kia,sorento,2017,53424,black,connecticut
624,29000,buick,door,2017,17940,green,illinois
625,23402,ford,flex,2019,17417,gray,michigan
626,13300,kia,door,2017,37125,no_color,connecticut
627,19700,bmw,x3,2017,61428,black,wisconsin
628,23211,ford,flex,2019,17025,black,michigan
629,15500,kia,sorento,2017,37668,red,connecticut
630,18111,ford,fusion,2019,15805,black,michigan
631,21500,kia,sorento,2017,43761,gray,connecticut
632,25511,ford,mustang,2019,11342,gray,michigan
633,17700,chevrolet,equinox,2017,35664,blue,wisconsin
634,28000,chevrolet,cutaway,2017,12780,white,illinois
635,14000,chevrolet,door,2017,38458,blue,wisconsin
636,21700,chevrolet,door,2017,34420,silver,wisconsin
637,13500,chevrolet,door,2017,46497,white,wisconsin
638,35500,chevrolet,1500,2017,21268,no_color,wisconsin
639,29500,chevrolet,1500,2017,31029,red,wisconsin
640,25300,chevrolet,1500,2017,40878,no_color,wisconsin
641,21500,chevrolet,1500,2016,20270,silver,new jersey
642,25900,chevrolet,door,2016,32984,blue,wisconsin
643,35300,chevrolet,door,2016,75506,black,wisconsin
644,13500,chevrolet,door,2016,39951,red,wisconsin
645,62000,chevrolet,corvette,2016,19403,white,illinois
646,46000,chevrolet,corvette,2016,4445,black,illinois
647,9000,chevrolet,malibu,2016,67527,gray,wisconsin
648,25900,chevrolet,door,2016,33588,white,wisconsin
649,25800,chevrolet,door,2016,10103,no_color,wisconsin
650,17000,chevrolet,door,2016,26474,gray,wisconsin
651,12800,chevrolet,door,2016,40253,white,wisconsin
652,47400,chevrolet,3500,2016,39624,red,wisconsin
653,24400,chevrolet,door,2016,48705,gray,wisconsin
654,17100,chevrolet,trax,2016,19659,white,wisconsin
655,7400,chevrolet,door,2015,91299,no_color,wisconsin
656,33100,chevrolet,door,2015,81614,gold,wisconsin
657,22000,chevrolet,trax,2020,179,gray,california
658,35000,chevrolet,1500,2019,5523,no_color,california
659,16500,chevrolet,equinox,2019,29841,silver,california
660,35300,chevrolet,1500,2019,8516,silver,california
661,26900,chevrolet,traverse,2018,42941,black,missouri
662,11600,chevrolet,trax,2017,27498,black,california
663,28100,chevrolet,1500,2017,31141,silver,california
664,27700,chevrolet,1500,2017,20784,white,california
665,17700,chevrolet,passenger,2017,52667,white,california
666,16600,chevrolet,volt,2017,26003,no_color,california
667,63200,chevrolet,corvette,2016,4266,red,california
668,36800,chevrolet,door,2015,32332,white,california
669,19500,chevrolet,passenger,2018,44333,white,texas
670,38800,chevrolet,tahoe,2019,36198,blue,oklahoma
671,37500,chevrolet,tahoe,2019,33331,silver,oklahoma
672,35000,chevrolet,suburban,2019,43082,gray,oklahoma
673,31100,chevrolet,camaro,2019,24561,gray,oklahoma
674,22600,chevrolet,van,2019,13485,white,oklahoma
675,22400,chevrolet,van,2019,15524,white,oklahoma
676,22700,chevrolet,van,2019,8996,white,oklahoma
677,13700,chevrolet,malibu,2019,47282,silver,oklahoma
678,37100,chevrolet,suburban,2019,34470,black,oklahoma
679,18500,chevrolet,colorado,2018,87264,green,oregon
680,18300,chevrolet,2500,2017,114344,white,oregon
681,19000,chevrolet,2500,2017,111635,white,oregon
682,18500,chevrolet,1500,2017,103955,white,oregon
683,22500,chevrolet,door,2016,66640,white,oregon
684,14500,chevrolet,door,2014,122018,white,oregon
685,32800,chevrolet,tahoe,2018,46915,gray,oklahoma
686,12300,chevrolet,malibu,2018,53599,black,oklahoma
687,19600,chevrolet,1500,2018,41672,gray,oklahoma
688,13600,chevrolet,malibu,2018,36047,white,oklahoma
689,7200,chevrolet,spark,2018,42561,red,oklahoma
690,19900,chevrolet,1500,2018,40345,white,oklahoma
691,13000,chevrolet,malibu,2018,41751,gray,oklahoma
692,19700,chevrolet,door,2016,27593,white,oklahoma
693,9400,chevrolet,door,2017,24009,blue,oklahoma
694,23800,chevrolet,1500,2017,85697,white,oklahoma
695,17700,chevrolet,equinox,2019,25223,white,new york
696,17000,chevrolet,door,2015,27927,white,oklahoma
697,14000,chevrolet,door,2014,135127,red,florida
698,32100,chevrolet,2500,2018,55532,white,pennsylvania
699,33100,chevrolet,2500,2019,72172,white,pennsylvania
700,31600,chevrolet,2500,2018,57751,white,pennsylvania
701,5100,chevrolet,door,2013,96314,gray,pennsylvania
702,4100,chevrolet,door,2013,89152,blue,pennsylvania
703,7200,chevrolet,door,2014,114660,silver,texas
704,12800,chevrolet,1500,2014,177322,white,texas
705,46800,chevrolet,1500,2019,36423,gray,nebraska
706,21800,chevrolet,van,2019,23759,white,missouri
707,3000,chevrolet,door,2013,120667,gray,texas
708,22500,chevrolet,colorado,2017,65344,red,indiana
709,35300,chevrolet,suburban,2018,51347,black,missouri
710,16500,chevrolet,volt,2017,52322,black,oklahoma
711,33000,chevrolet,door,2017,67620,black,missouri
712,31500,chevrolet,1500,2017,59965,black,missouri
713,34500,chevrolet,1500,2017,28739,silver,missouri
714,8000,chevrolet,trax,2016,77429,silver,west virginia
715,25000,chevrolet,1500,2017,20847,white,west virginia
716,10700,chevrolet,trax,2016,44280,red,west virginia
717,13400,chevrolet,door,2016,86031,silver,west virginia
718,16500,chevrolet,equinox,2019,7622,gold,west virginia
719,34000,chevrolet,traverse,2019,8067,white,west virginia
720,14100,chevrolet,trax,2018,16502,white,west virginia
721,38600,chevrolet,1500,2019,20681,black,west virginia
722,9100,chevrolet,door,2016,54655,blue,missouri
723,8600,chevrolet,door,2016,57825,blue,missouri
724,22000,chevrolet,door,2016,58856,white,oklahoma
725,8900,chevrolet,colorado,2015,85072,white,west virginia
726,15500,chevrolet,door,2015,79506,red,west virginia
727,3300,chevrolet,door,2015,85301,silver,west virginia
728,29000,chevrolet,1500,2015,69377,brown,missouri
729,17300,chevrolet,equinox,2020,15577,black,nevada
730,30500,chevrolet,traverse,2020,23470,silver,nevada
731,25000,chevrolet,impala,2020,18715,silver,nevada
732,2800,chevrolet,cruze,2012,61258,white,illinois
733,3300,chevrolet,door,2012,131791,no_color,illinois
734,36400,chevrolet,suburban,2019,35705,silver,nevada
735,34800,chevrolet,suburban,2019,48982,silver,nevada
736,20700,chevrolet,ld,2019,33745,white,nevada
737,32200,chevrolet,suburban,2019,42267,silver,nevada
738,35300,chevrolet,tahoe,2019,46863,black,nevada
739,33500,chevrolet,suburban,2019,36443,white,nevada
740,13700,chevrolet,impala,2019,14939,blue,nevada
741,15900,chevrolet,malibu,2019,22026,black,nevada
742,33200,chevrolet,suburban,2019,38278,black,nevada
743,35500,chevrolet,suburban,2019,46149,silver,nevada
744,29800,chevrolet,suburban,2018,48427,silver,nevada
745,29800,chevrolet,suburban,2018,48807,gray,nevada
746,29500,chevrolet,suburban,2018,52618,silver,nevada
747,30300,chevrolet,suburban,2018,46494,white,nevada
748,24300,chevrolet,1500,2018,56296,black,new york
749,29800,chevrolet,suburban,2017,33909,silver,nevada
750,29800,chevrolet,suburban,2017,33028,white,nevada
751,27500,chevrolet,camaro,2016,44653,white,nevada
752,10800,chevrolet,door,2017,80516,gray,new jersey
753,11500,chevrolet,van,2017,105151,white,new jersey
754,10400,chevrolet,van,2017,78368,white,new jersey
755,11400,chevrolet,equinox,2018,78956,white,florida
756,11400,chevrolet,equinox,2018,88564,white,florida
757,8000,chevrolet,door,2015,78800,white,nevada
758,3000,chevrolet,door,2012,111856,white,california
759,25000,chevrolet,door,2015,80946,black,nevada
760,12300,chevrolet,traverse,2017,83168,gray,new york
761,14100,chevrolet,traverse,2017,58606,white,new york
762,9000,chevrolet,van,2014,82020,white,nevada
763,4200,chevrolet,door,2014,102500,black,nevada
764,22500,chevrolet,van,2019,8150,white,texas
765,22600,chevrolet,van,2019,6159,white,texas
766,22600,chevrolet,van,2019,5938,white,texas
767,22500,chevrolet,van,2019,9019,white,texas
768,10200,chevrolet,malibu,2018,45836,white,texas
769,42700,chevrolet,3500,2016,60215,white,texas
770,21200,chevrolet,tahoe,2015,125507,white,texas
771,22700,chevrolet,door,2016,90944,white,texas
772,22000,chevrolet,tahoe,2015,82785,gray,texas
773,9600,chevrolet,1500,2014,150525,white,texas
774,10500,chevrolet,door,2013,112267,silver,texas
775,6700,chevrolet,door,2013,139394,white,texas
776,14200,chevrolet,door,2013,82543,black,texas
777,15500,chevrolet,equinox,2019,13532,white,florida
778,35100,chevrolet,1500,2018,14751,blue,kansas
779,26300,chevrolet,camaro,2018,11150,gray,kansas
780,15700,chevrolet,colorado,2016,91248,white,new jersey
781,17600,chevrolet,1500,2016,65336,white,new jersey
782,18600,chevrolet,1500,2016,48974,white,new jersey
783,19100,chevrolet,1500,2016,40011,white,new jersey
784,15200,chevrolet,equinox,2019,37444,black,north carolina
785,16100,chevrolet,equinox,2019,43199,white,north carolina
786,14800,chevrolet,equinox,2019,43589,charcoal,north carolina
787,16700,chevrolet,equinox,2019,32870,charcoal,north carolina
788,15300,chevrolet,equinox,2019,38826,charcoal,north carolina
789,16500,chevrolet,equinox,2019,33739,charcoal,north carolina
790,19600,chevrolet,passenger,2019,35309,white,north carolina
791,15200,chevrolet,impala,2019,32248,red,north carolina
792,15000,chevrolet,impala,2019,36165,silver,north carolina
793,15500,chevrolet,impala,2019,29922,charcoal,north carolina
794,15700,chevrolet,impala,2019,26848,silver,north carolina
795,14800,chevrolet,impala,2019,41163,charcoal,north carolina
796,9200,chevrolet,cruze,2017,32856,red,north carolina
797,8200,chevrolet,impala,2017,100315,black,north carolina
798,11400,chevrolet,door,2013,91638,silver,new jersey
799,6500,chevrolet,door,2015,83173,white,north carolina
800,11500,chevrolet,door,2014,94356,gray,north carolina
801,23800,chevrolet,door,2015,85792,black,florida
802,8900,chevrolet,door,2014,129068,white,florida
803,28300,chevrolet,ld,2019,27665,red,indiana
804,27300,chevrolet,ld,2019,25427,black,indiana
805,3500,chevrolet,door,2013,78198,gray,new jersey
806,28300,chevrolet,colorado,2020,13886,silver,indiana
807,18300,chevrolet,impala,2019,34538,silver,indiana
808,22500,dodge,charger,2018,20575,silver,wisconsin
809,22500,dodge,charger,2018,26026,gray,wisconsin
810,8300,dodge,door,2012,99015,gray,wisconsin
811,16500,dodge,caravan,2019,27327,gray,nebraska
812,14500,dodge,journey,2019,30229,silver,nebraska
813,30000,dodge,charger,2019,43294,white,ontario
814,30000,dodge,charger,2019,54309,orange,ontario
815,30000,dodge,charger,2019,52822,white,ontario
816,30000,dodge,charger,2019,45554,white,ontario
817,30000,dodge,charger,2019,37538,white,ontario
818,29500,dodge,charger,2019,35153,red,ontario
819,21600,dodge,challenger,2019,23783,white,washington
820,22600,dodge,charger,2019,30759,black,washington
821,16300,dodge,caravan,2019,38922,gray,washington
822,8600,dodge,door,2012,165836,blue,washington
823,28800,dodge,durango,2019,19235,no_color,texas
824,22100,dodge,challenger,2019,9445,gray,texas
825,14300,dodge,journey,2018,19164,gray,north carolina
826,13700,dodge,caravan,2018,54106,white,north carolina
827,29500,dodge,challenger,2017,32051,no_color,arizona
828,18500,dodge,journey,2017,14870,gray,texas
829,19000,dodge,door,2016,32294,blue,colorado
830,43400,dodge,challenger,2015,7250,white,arizona
831,46000,dodge,challenger,2015,10145,no_color,arizona
832,12500,dodge,journey,2018,59924,silver,texas
833,13900,dodge,charger,2017,21304,black,florida
834,13000,dodge,caravan,2018,52079,white,california
835,13000,dodge,caravan,2018,54960,white,california
836,3000,dodge,door,2013,80099,white,texas
837,17500,dodge,caravan,2019,23987,black,florida
838,7900,dodge,door,2017,84144,gray,california
839,8900,dodge,door,2014,85639,blue,florida
840,11500,dodge,caravan,2018,50193,no_color,pennsylvania
841,6500,dodge,journey,2017,74392,black,pennsylvania
842,8000,dodge,door,2017,76117,black,pennsylvania
843,18700,dodge,challenger,2018,36358,gray,new jersey
844,8350,dodge,journey,2017,90685,white,florida
845,27900,dodge,charger,2017,54141,orange,florida
846,14500,dodge,door,2016,82240,white,pennsylvania
847,6200,dodge,door,2016,66167,silver,pennsylvania
848,7500,dodge,door,2012,144220,gray,pennsylvania
849,20200,dodge,caravan,2019,24722,black,illinois
850,29300,dodge,durango,2019,41198,silver,illinois
851,31000,dodge,durango,2019,26353,black,illinois
852,32400,dodge,durango,2019,28280,white,illinois
853,5800,dodge,door,2012,130120,white,minnesota
854,21500,dodge,charger,2019,15340,black,texas
855,23100,dodge,charger,2018,12265,silver,michigan
856,4500,dodge,van,2014,94872,gray,texas
857,24800,dodge,charger,2018,17946,silver,michigan
858,23000,dodge,charger,2018,26996,gray,michigan
859,26900,dodge,journey,2019,5775,gray,wisconsin
860,21500,dodge,challenger,2018,6748,gray,wisconsin
861,15700,dodge,journey,2018,38128,white,wisconsin
862,15200,dodge,caravan,2018,41636,silver,wisconsin
863,23300,dodge,charger,2018,5359,blue,wisconsin
864,6100,dodge,door,2015,70296,white,minnesota
865,20000,dodge,journey,2017,11346,green,wisconsin
866,53000,dodge,challenger,2017,7415,no_color,illinois
867,3000,dodge,door,2013,107593,orange,minnesota
868,18200,dodge,door,2016,50639,black,new jersey
869,21800,dodge,challenger,2019,6530,gray,arizona
870,52000,dodge,charger,2016,17432,blue,illinois
871,19000,dodge,charger,2019,19636,black,arizona
872,25000,dodge,challenger,2016,41748,no_color,illinois
873,36000,dodge,challenger,2016,13162,red,illinois
874,17000,dodge,caravan,2019,32937,white,georgia
875,25300,dodge,door,2015,23095,red,wisconsin
876,14900,dodge,journey,2017,34432,gray,wisconsin
877,15000,dodge,caravan,2017,48162,no_color,wisconsin
878,12995,dodge,doors,2014,68310,gray,massachusetts
879,17750,dodge,doors,2014,48000,black,massachusetts
880,10295,dodge,doors,2014,105962,black,pennsylvania
881,16995,dodge,doors,2014,96575,gray,connecticut
882,25000,dodge,doors,2014,13239,toreador red,new york
883,23995,dodge,doors,2014,24934,bright white clearcoat,rhode island
884,14900,dodge,doors,2014,46859,billet silver metallic clearcoat,new jersey
885,15810,dodge,doors,2014,44468,black clearcoat,new york
886,20227,dodge,doors,2014,62230,jazz blue pearlcoat,new york
887,20999,dodge,doors,2014,37082,silver,new york
888,22499,dodge,doors,2014,23964,bright white clearcoat,new jersey
889,23495,dodge,doors,2014,11204,black clearcoat,new york
890,25250,dodge,doors,2014,7608,billet silver metallic clearcoat,new york
891,15322,dodge,doors,2014,49982,billet silver metallic clearcoat,new jersey
892,21232,dodge,charger,2019,4950,gray,texas
893,5800,dodge,journey,2013,111628,white,wisconsin
894,29000,dodge,door,2012,15927,black,illinois
895,17000,dodge,caravan,2018,36299,gray,new jersey
896,13800,dodge,journey,2018,28469,red,florida
897,30000,dodge,durango,2019,29086,gray,missouri
898,14800,dodge,caravan,2017,35991,gray,florida
899,8500,dodge,journey,2017,62224,black,missouri
900,9800,dodge,door,2013,86500,white,missouri
901,4200,dodge,door,2014,144725,gray,nevada
902,2500,dodge,van,2013,163260,red,tennessee
903,28700,dodge,charger,2018,19636,blue,california
904,18500,dodge,challenger,2018,34272,gray,california
905,17300,dodge,challenger,2018,42909,no_color,california
906,7100,dodge,door,2016,55749,gray,louisiana
907,3250,dodge,door,2015,89142,white,minnesota
908,30700,dodge,durango,2017,20328,no_color,california
909,3000,dodge,door,2012,149332,gray,missouri
910,26500,dodge,durango,2019,28551,gray,california
911,20800,dodge,charger,2019,35098,gray,california
912,20800,dodge,charger,2019,35365,gray,california
913,5100,dodge,door,2015,88398,white,california
914,18900,dodge,challenger,2019,27957,black,california
915,24000,dodge,durango,2019,30161,silver,california
916,38800,dodge,challenger,2015,26292,white,california
917,24500,dodge,durango,2019,25780,white,california
918,24500,dodge,durango,2019,25032,black,california
919,6500,dodge,door,2016,72248,blue,new jersey
920,24000,dodge,durango,2019,30630,gray,california
921,18000,dodge,door,2014,86125,no_color,california
922,24000,dodge,durango,2019,30408,white,california
923,23500,dodge,durango,2019,35443,silver,california
924,4500,dodge,van,2014,95377,white,california
925,25900,dodge,durango,2019,32724,silver,california
926,13900,dodge,caravan,2019,45089,gray,california
927,14200,dodge,journey,2019,35948,silver,california
928,15400,dodge,caravan,2019,41601,blue,california
929,17500,dodge,challenger,2019,26370,gray,texas
930,17500,dodge,caravan,2019,18271,white,texas
931,18000,dodge,caravan,2019,9476,white,texas
932,25200,dodge,door,2012,80899,gray,new jersey
933,14100,dodge,caravan,2018,57394,black,texas
934,13300,dodge,caravan,2018,42190,white,california
935,16200,dodge,caravan,2019,22591,black,oklahoma
936,13300,dodge,caravan,2018,48681,gray,california
937,13100,dodge,caravan,2018,42621,silver,california
938,15500,dodge,caravan,2017,27761,silver,california
939,4500,dodge,door,2013,107768,white,california
940,28400,dodge,durango,2019,14355,gray,colorado
941,17400,dodge,caravan,2019,9467,gray,colorado
942,6000,dodge,door,2014,122837,silver,florida
943,20700,dodge,challenger,2019,18313,gray,virginia
944,20300,dodge,challenger,2019,19506,black,virginia
945,14000,dodge,journey,2018,14750,black,oklahoma
946,22000,dodge,challenger,2019,11280,green,virginia
947,17200,dodge,journey,2019,13944,blue,virginia
948,15000,dodge,door,2016,26922,blue,oklahoma
949,17500,dodge,journey,2019,12690,gray,virginia
950,1300,dodge,door,2013,239822,gray,michigan
951,1750,dodge,door,2014,74975,red,nevada
952,16300,dodge,caravan,2019,28289,red,florida
953,15700,dodge,caravan,2019,38041,red,florida
954,10000,dodge,journey,2017,52386,silver,florida
955,23100,dodge,charger,2019,34391,white,florida
956,14900,dodge,caravan,2019,39515,red,florida
957,16700,dodge,journey,2019,22074,orange,virginia
958,16300,dodge,caravan,2019,28782,white,florida
959,25800,dodge,durango,2019,30092,red,north carolina
960,23800,dodge,challenger,2019,26443,black,north carolina
961,16800,dodge,journey,2019,28981,red,north carolina
962,15500,dodge,journey,2019,32865,white,north carolina
963,6000,dodge,door,2014,117258,blue,florida
964,26900,dodge,durango,2019,16397,white,arizona
965,16900,dodge,caravan,2019,16176,white,arizona
966,19500,dodge,caravan,2019,1091,gray,arizona
967,15400,dodge,caravan,2019,17472,black,arizona
968,2300,dodge,door,2012,123882,white,texas
969,17000,dodge,charger,2019,10341,red,california
970,34000,dodge,durango,2019,19695,black,new jersey
971,13700,dodge,journey,2017,51041,black,pennsylvania
972,19100,dodge,challenger,2018,22646,white,west virginia
973,11800,dodge,journey,2018,18138,white,west virginia
974,27500,dodge,durango,2019,23987,gray,nevada
975,26900,dodge,durango,2019,17160,black,nevada
976,27100,dodge,durango,2019,26929,white,nevada
977,27200,dodge,durango,2019,25815,white,nevada
978,9000,dodge,caravan,2017,81992,silver,florida
979,22500,dodge,challenger,2019,5000,gray,south carolina
980,7700,dodge,door,2015,62683,white,west virginia
981,4500,dodge,van,2013,107224,white,florida
982,2200,dodge,door,2013,184905,gray,illinois
983,21500,dodge,charger,2019,35153,black,pennsylvania
984,18800,dodge,challenger,2019,26474,orange,pennsylvania
985,21800,dodge,charger,2019,30943,red,pennsylvania
986,20300,dodge,challenger,2019,17154,black,pennsylvania
987,8200,dodge,van,2016,79637,white,south carolina
988,19000,dodge,caravan,2019,12123,red,pennsylvania
989,8400,dodge,door,2016,107822,blue,south carolina
990,19500,dodge,caravan,2019,10221,blue,pennsylvania
991,7000,dodge,door,2015,95278,blue,south carolina
992,19500,dodge,challenger,2019,13457,gray,pennsylvania
993,8500,dodge,van,2014,69936,blue,missouri
994,20500,dodge,challenger,2019,13520,gray,pennsylvania
995,4900,dodge,door,2014,96922,silver,south carolina
996,20800,dodge,door,2014,72594,black,missouri
997,28500,dodge,durango,2019,17896,silver,pennsylvania
998,21900,dodge,caravan,2019,11088,silver,pennsylvania
999,15800,dodge,caravan,2019,29567,black,nevada
1000,33000,dodge,durango,2019,15655,white,colorado
1001,22700,dodge,challenger,2019,26428,black,nevada
1002,21900,dodge,charger,2019,29003,white,pennsylvania
1003,19300,dodge,charger,2019,32229,red,pennsylvania
1004,30700,dodge,durango,2019,26503,black,nevada
1005,19300,dodge,challenger,2019,15446,black,pennsylvania
1006,13750,dodge,caravan,2014,128556,white,california
1007,16400,dodge,caravan,2019,23369,silver,nevada
1008,19500,dodge,caravan,2019,8767,black,pennsylvania
1009,15100,dodge,caravan,2019,48319,white,nevada
1010,28500,dodge,durango,2019,15275,black,pennsylvania
1011,15300,dodge,caravan,2019,33826,white,nevada
1012,20300,dodge,challenger,2019,16679,white,pennsylvania
1013,22000,dodge,charger,2019,26184,gray,pennsylvania
1014,16700,dodge,journey,2019,21203,gray,nevada
1015,19300,dodge,challenger,2019,17870,black,pennsylvania
1016,34100,dodge,durango,2019,17909,gray,michigan
1017,14600,dodge,caravan,2019,41126,silver,nevada
1018,18200,dodge,caravan,2019,14098,red,pennsylvania
1019,33800,dodge,durango,2019,15003,black,michigan
1020,15900,dodge,journey,2019,29105,black,nevada
1021,16500,dodge,caravan,2019,34794,black,pennsylvania
1022,29600,dodge,durango,2019,20034,silver,michigan
1023,14100,dodge,caravan,2019,46942,black,nevada
1024,18200,dodge,caravan,2019,14753,white,pennsylvania
1025,18200,dodge,caravan,2019,14359,black,pennsylvania
1026,24300,dodge,charger,2019,34922,black,michigan
1027,15400,dodge,journey,2019,20944,white,nevada
1028,19000,dodge,journey,2019,9877,white,pennsylvania
1029,19000,dodge,journey,2019,8949,black,pennsylvania
1030,27800,dodge,challenger,2017,13627,gray,georgia
1031,18200,dodge,journey,2019,18291,blue,pennsylvania
1032,15000,dodge,journey,2018,38029,white,pennsylvania
1033,19200,dodge,caravan,2017,32593,gray,michigan
1034,15500,dodge,caravan,2018,37352,red,pennsylvania
1035,24900,dodge,challenger,2017,23030,green,michigan
1036,15500,dodge,journey,2018,30671,red,pennsylvania
1037,7600,dodge,door,2012,79544,white,texas
1038,18400,dodge,journey,2017,15027,black,michigan
1039,14700,dodge,caravan,2018,29115,white,florida
1040,3900,dodge,door,2015,93604,white,florida
1041,5200,dodge,door,2015,100203,black,florida
1042,17200,dodge,caravan,2019,35401,silver,minnesota
1043,18700,dodge,caravan,2019,20279,red,minnesota
1044,32000,dodge,durango,2019,26090,red,minnesota
1045,14500,dodge,door,2015,107924,white,michigan
1046,19400,dodge,caravan,2019,14906,black,minnesota
1047,17300,dodge,caravan,2019,34407,black,minnesota
1048,16700,dodge,journey,2019,18049,orange,minnesota
1049,19100,dodge,caravan,2019,18132,white,minnesota
1050,11100,dodge,door,2013,109176,black,illinois
1051,32000,dodge,durango,2019,25456,black,minnesota
1052,16900,dodge,caravan,2019,38375,silver,minnesota
1053,18000,dodge,charger,2017,39792,blue,massachusetts
1054,17800,dodge,caravan,2019,30403,white,minnesota
1055,18000,dodge,caravan,2019,28252,white,minnesota
1056,17500,dodge,caravan,2019,31904,white,minnesota
1057,14500,dodge,caravan,2018,24336,silver,nevada
1058,18500,dodge,caravan,2019,23961,silver,minnesota
1059,18600,dodge,caravan,2019,22919,silver,minnesota
1060,32000,dodge,durango,2019,22863,red,minnesota
1061,17000,dodge,caravan,2019,38817,black,minnesota
1062,16000,dodge,caravan,2019,48854,white,minnesota
1063,18000,dodge,caravan,2019,27288,white,minnesota
1064,15900,dodge,charger,2020,5284,orange,pennsylvania
1065,6200,dodge,door,2016,99988,silver,alabama
1066,3700,dodge,door,2013,84109,black,alabama
1067,24000,dodge,door,2012,88539,white,mississippi
1068,20800,dodge,van,2013,33739,gold,nevada
1069,18500,dodge,door,2012,101017,white,mississippi
1070,18300,dodge,challenger,2019,13906,black,pennsylvania
1071,21000,dodge,charger,2019,20601,gray,pennsylvania
1072,1300,dodge,van,2013,135561,white,tennessee
1073,11900,dodge,charger,2019,23421,gray,pennsylvania
1074,950,dodge,van,2012,145174,white,maryland
1075,26800,dodge,durango,2019,21309,gray,pennsylvania
1076,800,dodge,van,2012,217576,orange,north carolina
1077,21000,dodge,caravan,2019,10350,white,pennsylvania
1078,1900,dodge,door,2012,157636,orange,georgia
1079,33500,dodge,durango,2019,8605,white,pennsylvania
1080,900,dodge,door,2013,139404,blue,connecticut
1081,21000,dodge,caravan,2019,10170,gray,pennsylvania
1082,26800,dodge,durango,2019,22272,silver,pennsylvania
1083,5700,dodge,van,2016,101906,blue,texas
1084,18500,dodge,challenger,2019,27019,green,pennsylvania
1085,33000,dodge,durango,2019,10930,white,pennsylvania
1086,11000,dodge,caravan,2019,73552,silver,texas
1087,15800,dodge,caravan,2019,37107,blue,pennsylvania
1088,3600,dodge,door,2013,124247,white,michigan
1089,16300,dodge,caravan,2019,36993,white,pennsylvania
1090,2700,dodge,door,2015,67133,white,texas
1091,12800,dodge,caravan,2019,33580,no_color,pennsylvania
1092,9700,dodge,door,2015,94140,black,texas
1093,18300,dodge,journey,2019,10447,silver,pennsylvania
1094,16000,dodge,charger,2019,10229,silver,illinois
1095,21000,dodge,caravan,2019,6269,gray,pennsylvania
1096,3700,dodge,door,2014,98699,white,texas
1097,33000,dodge,durango,2019,10631,gray,illinois
1098,14700,dodge,caravan,2019,44381,silver,pennsylvania
1099,33000,dodge,durango,2019,13960,silver,illinois
1100,15900,dodge,caravan,2019,14051,white,pennsylvania
1101,33000,dodge,durango,2019,20800,gray,illinois
1102,33000,dodge,durango,2019,8873,gray,illinois
1103,32500,dodge,durango,2019,15502,black,illinois
1104,33000,dodge,durango,2019,9669,silver,illinois
1105,13000,dodge,caravan,2018,50873,black,virginia
1106,33000,dodge,durango,2019,14117,white,illinois
1107,16500,dodge,charger,2019,46820,red,illinois
1108,33000,dodge,durango,2019,7247,gray,illinois
1109,34500,dodge,challenger,2017,40991,red,north carolina
